,id_tweet_pai,texto_reply,classificacao
112,1453868795039264777,"80. Enquanto os idiotas perdem tempo com as fumaças de Bolsonaro, o ministro Tarcísio trabalha e muito!",positivo
113,1453868795039264777,"9. Parabéns ministro, seu legado ficará na história.",positivo
114,1453868795039264777,"9. Parabéns! Tava na hora mesmo de ser modernizada. Espero que façam mais marginais na região do vale do Paraíba, em especial em São José dos Campos.",questionamento
115,1454036607946924034,"1. A empresa que ganhou a concessão da BR 101 no ES na epoca do PT é uma vergonha. Ja tem anos e anos q estao cobrando pedágio e mto pouco foi feito. Acho q essa obra vai levar mais uns 100 anos, enquanto isso vamos pagando mais pedagio. Pareceq nao ha cobrança e nem leis para punir",negativo
116,1454036607946924034,1. Eu estaria muito feliz se fosse uma ferrovia infelizmente estes carriadores de paca chamados de rodovias por mais modernos que sejam ainda está muito longe de superar uma ferrovia que poderia um trem percorrer estes 600k em 2 horas o cara fica 5 a 6 horas nestas pistas,questionamento
117,1454036607946924034,"1. Parabéns Ministro, excelente discurso. Isso faz com que os investidores não sintam receio em investir no Brasil, diferente do que está ocorrendo no Paraná onde o discurso virou político e sem a preocupação em preservar vidas e empregos",positivo
118,1454036607946924034,10. A concessionária da BR-324 não cumpre nada da parte dela. Poderia começar exigindo que cumprisse tudo que estava estabelecido no contrato. Ajudaria bastante.,questionamento
119,1454036607946924034,10. Lamentável o que aconteceu!!!,negativo
120,1454036607946924034,"10. Temos um ""mito"" na presidência e um ""midas"" como super Ministro, tudo que tocam vira ouro.",positivo
121,1454036607946924034,100. Parabéns Tarcísio,positivo
122,1454036607946924034,101. monstro demais,positivo
123,1454036607946924034,102. Parabéns Ministro!!! Bom dia!!,positivo
124,1454036607946924034,"103. Boa sorte, Ministro!",positivo
125,1454036607946924034,"104. Orando, ministro. Já deu certo!",positivo
126,1454036607946924034,105. Bom dia Ministro Tarcísio Que corra tudo bem e dê tudo certo. Deus o abençoe,positivo
127,1454036607946924034,106. Maravilha!,positivo
128,1454036607946924034,"107. Vai, Brasil!!!",positivo
129,1454036607946924034,"108. Bom dia futuro Governador de SP, parabéns e que nosso Brasil seja sempre verde e amarelo.Tmj",positivo
130,1454036607946924034,"109. Sucesso, @tarcisiogdf!!!",positivo
131,1454036607946924034,"11. Boa sorte Ministro e não esqueça da BR101 , Angra dos Reis se almeja ser um importante polo turístico necessita melhorar seu acesso. Pra Frente Brasil!",questionamento
132,1454036607946924034,"11. Isto se não ocorrer de leiloar abaixo do valor dos 15 bi como vem ocorrendo em outras áreas... aí estamos ""vendendo a preço de banana""",negativo
133,1454036607946924034,"11. Sonho com pelo menos 4 MANDATOS de um governo federal com o perfil do atual (com todas as suas virtudes e defeitos). Provavelmente teríamos uma resposta melhor para a música do LU: ""...que país é este?..."" As ações que o senhor e + alguns ministros tomam, mantém esta chama viva!",positivo
134,1454036607946924034,110. Deus te abençoe Tarcísio Gomes de Freitas,positivo
135,1454036607946924034,111. O melhor ministro do Brasil.,positivo
136,1454036607946924034,112. Boa sorte Ministro!,positivo
137,1454036607946924034,"113. Bora lá, alavancar esse gigante",positivo
138,1454036607946924034,"114. BOM DIA ministro Tarcísio,Deus abençoe grandemente e lhe de muita sabedoria e disernimento em nome de JESUS",positivo
139,1454036607946924034,115. Orgulho do meu Presidente,positivo
140,1454036607946924034,116. Futuro Senador? Governador? É só se candidatar que a eleição será garantida... Parabéns... https://youtube.com/watch?v=1CqM7SJL3_Y&t=52s,positivo
141,1454036607946924034,"117. Bom dia Ministro. Parabéns a você, ao Presidente bem como a todo o governo.",positivo
142,1454036607946924034,118. Bom dia! Bom trabalho! E boa sorte!!!,positivo
143,1454036607946924034,119. Bora ministro,positivo
144,1454036607946924034,12. Bom dia Ministro.. Orgulho do Brasil... Brasileiros de bem agradecem... É o Novo país retomando os investimentos para o futuro sustentável..,positivo
145,1454036607946924034,"12. Que Deus lhe acompanhe, Ministro!",questionamento
146,1454036607946924034,12. Só MInIon cai nessa conversinha ainda.,negativo
147,1454036607946924034,120. Que trabalho Ministro ! nosso orgulho brasileiro !,positivo
148,1454036607946924034,121. Esse esse é o cara,positivo
149,1454036607946924034,"122. PARABÉNS nosso Presidente Bolsonaro e nosso Ministro da Infraestrutura Tarcísio, vocês são de Jesus.",positivo
150,1454036607946924034,13. Avante Brasil!,positivo
151,1454036607946924034,13. Bom dia de paz pra o senhor ministro Tarciso,questionamento
152,1454036607946924034,"14. Gostaria de saber, o quê tudo vai mudar, na Dutra, porque estamos falando de muito cash",questionamento
153,1454036607946924034,14. Venha nosso Futuro Governador!!!!,positivo
154,1454036607946924034,15. Ministro BR 163 PR esta uma calamidade e falta tão pouco por terminar...,questionamento
155,1454036607946924034,15. Vai Brasil,positivo
156,1454036607946924034,16. Boa sorte!,positivo
157,1454036607946924034,"16. E o marco das ferrovias, vai caducar?",questionamento
158,1454036607946924034,17. Boa sorte na venda Ministro,positivo
159,1454036607946924034,17. Espero que vocês não estraguem o melhor é mais eficiente sistema viário do país.,questionamento
160,1454036607946924034,"18. Bom dia, Ministro! Que Deus abençoe seu dia!",positivo
161,1454036607946924034,"18. Ministro, a BR465 (antiga Rio-SP) precisa ser duplicada. Ela atravessa áreas altamente povoadas e recebe tráfego passado de veículos, principalmente caminhões. Além de ser o endereço de uma das maiores universidades federais do estado do RJ, a UFRRJ",questionamento
162,1454036607946924034,19. Excelente! Mais Tarcisios para o Brasil decolar!,positivo
163,1454036607946924034,19. Parabéns ministro !! SP está precisando de boas noticias ....estamos nos últimos anos vivendo o MAIOR TERROR DA TERRA !! Que DEUS nos ajude,questionamento
164,1454036607946924034,"2. Ah Ministro, meu sonho é só um Brasil melhor para todos, tomara que todas essas obras traga bons frutos para o povo brasileiro, estamos sendo guiados por tanta ideologia, divisão, pessoas soberbas, elite que só pensam neles, políticos corruptos sendo inocentados. Obrigada!!",questionamento
165,1454036607946924034,2. Com você capitaneado e sua equipe ... sim! Sem roubalheira - colocando seu nome da História. Que venha o governo do estado de São Paulo,positivo
166,1454036607946924034,"2. Tú vai comemorar a redução de custo de pedágio é isso mesmo? Eu pensei que tú iria inaugurar 20 mil km de rodovia asfaltada e pavimentada... A que ponto chegamos, o cidadão comemora implantação de pedágio e zero KM de rodovia entregue... O Brasil não tem Gestor tem Vendedor!",negativo
167,1454036607946924034,20. Bom dia e boa sorte Sr. Ministro.,questionamento
168,1454036607946924034,"20. Vai com Deus , Ministro! Fé!",positivo
169,1454036607946924034,"21. Deus te abençoe neste dia tão importante, Ministro!",positivo
170,1454036607946924034,21. Super Ministro bom dia. Aproveita e de uma passadinha em Campinas. Parabéns e uma sexta de paz e muitas bençãos.,questionamento
171,1454036607946924034,22. Grande Ministro,positivo
172,1454036607946924034,"22. O @rpsenador renovou a MP 1065/21, das ferrovias?",questionamento
173,1454036607946924034,"23. Parabéns Ministro, será um $uce$$o o leilão",positivo
174,1454036607946924034,23. Quero ver o resultado!,questionamento
175,1454036607946924034,24. E a greve tem ou nao??? Vcs estao zero importancia!,questionamento
176,1454036607946924034,24. Parabéns ministro!,positivo
177,1454036607946924034,"25. Bom dia ministro, o Amapá está esperando para finalizar as BRs Macapá Jari e Macapá Oiapoque.",questionamento
178,1454036607946924034,25. Sucesso Ministro!,positivo
179,1454036607946924034,"26. Bom dia ministro e presidente, o Vale agradece!!!",positivo
180,1454036607946924034,26. Esses pedágio deveria ser tabelado com valor menor. As rodovias maioria são federais. Outra coisa que ia ajudar muito no frete dos alimentos é os caminhões cobra por veículos e não por eixo. Exemplo 10.00 pedágio Brasil todo carro de passeio e caminhões. Frete diminuiria muito,questionamento
181,1454036607946924034,"27. Boa sorte Ministro, confiamos no Sr. Bom dia",positivo
182,1454036607946924034,"28. Deus acompanhe o ministro, bom dia!",positivo
183,1454036607946924034,29. E os aeroportos do Piauí? Não serão modernizados?,questionamento
184,1454036607946924034,29. É isso Nosso querido Tarcísio!,positivo
185,1454036607946924034,"3. Kkkkkk... O Estado entra com a infra estrutura total, e entrega para uma empresa apenas manter. Kkkkkkk. A comissão deve ser boa?",questionamento
186,1454036607946924034,"3. Parabéns presidente Bolsonaro, parabéns ministro Capitão Tarcísio Gomes de Freitas show de gestão no ministério da infraestrutura, parabéns Marcelo Sampaio parabéns a toda sua equipe de governo vamos que vamos.",positivo
187,1454036607946924034,"3. Tô pagando pra ver! O ruim da sua lorota sobre concessões é que só vamos ver o resultado daqui a alguns anos! Aproveita e dá um passeio pela Bandeirantes, Castelo, Anhanguera e Imigrantes para aprender o que são concessões com previsão de investimento.",negativo
188,1454036607946924034,30. Comemorando pedágio na cara dura? Estamos fodidos mesmo!,questionamento
189,1454036607946924034,30. Parabéns e obrigado ministro!,positivo
190,1454036607946924034,"31. 15.000.000.000/5.000.000=0,000000000 Quantia insignificante para conclusão da BR 474. Vê se olha pra gente aqui também, viu?",questionamento
191,1454036607946924034,31. Boa sorte campeão! Que tudo corra bem,positivo
192,1454036607946924034,"32. Parabéns @tarcisiogdf trabalhar dignifica o homem, sua seriedade e competência têm abençoando o Brasil!!!",positivo
193,1454036607946924034,33. Andei pelo Mato Grosso recentemente e quero parabenizá-lo pelo excelente trabalho. O Sr @tarcisiogdf faz a diferença nesse governo! Virei sua fã!,positivo
194,1454036607946924034,34. Bom dia Ministro! Faça uma boa viagem e boa sorte! Melhor ministro de todos os tempos,positivo
195,1454036607946924034,35. Boa sorte!!! Deus está a frente.,positivo
196,1454036607946924034,36. Deus te abençoe gerreiro ministro,positivo
197,1454036607946924034,37. Grande Ministro.,positivo
198,1454036607946924034,38. Deus abençoe,positivo
199,1454036607946924034,39. Bom trabalho ministro e equipe!,positivo
200,1454036607946924034,"4. BOM dia, Senhor Min @tarcisiogdf . Grande dia para o Governo do Presidente @jairbolsonaro , @MinInfra , e o mais importante: para o povo Brasileiro. O SR vale por um governo todo. Sua existência é uma benção de Deus! Grande abraço",positivo
201,1454036607946924034,4. Comemorando pedágio kkkkkkkkkkkkkkkkkkkkkkkk,negativo
202,1454036607946924034,"4. Pq temos a impressão que o Sr. é o único ministro que trabalha nesse governo, sem perder tempo com terraplanismos e outras bobagens que o gado adora? Dá um toque pros seus colegas. O Brasil precisa!",questionamento
203,1454036607946924034,40. Isso a Grobo não mostra Ministro. Parabéns pelo trabalho ! Obrigado,positivo
204,1454036607946924034,41. Bom dia Min. Tarcísio! Sorte aí,positivo
205,1454036607946924034,"42. Boa sorte ministro, orgulho do senhor !",positivo
206,1454036607946924034,43. bom dia ! parabéns pelo excelente trabalho,positivo
207,1454036607946924034,44. Boa viagem. FORÇA LUZ PAZ SAÚDE FÍSICA ESPIRITUAL E MENTAL QUE ASSIM SEJA,positivo
208,1454036607946924034,45. Orgulho! Parabéns!,positivo
209,1454036607946924034,46. Sucesso Sr Ministro Tarcísio @tarcisiogd,positivo
210,1454036607946924034,"47. Bom dia , Ministro Tarcísio Enfim,chegou o grande dia!! Ficará marcado na história desse país",positivo
211,1454036607946924034,48. Bom dia Ministro!,positivo
212,1454036607946924034,49. Que Nosso Senhor Jesus te proteja,positivo
213,1454036607946924034,5. Acho que é algo muito ousado… acho que o pedágio poderia continuar do mesmo jeito,questionamento
214,1454036607946924034,5. Bom dia melhor ministro da história deste país! Boa viagem!,positivo
215,1454036607946924034,"5. Os caminhoneiros estão muito bravo com esse cidadão, pense numa greve de caminhoneiros agora,enrolar caminhoneiro é fácil quero ver se eleger de novo,trair um caminhoneiro é trair todos,se ele pararem a culpa é sua e eles estão decididos",negativo
216,1454036607946924034,50. Esse é o Brasil que me orgulho,positivo
217,1454036607946924034,51. Boa sorte ministro!!! Sucesso....,positivo
218,1454036607946924034,52. Parabéns capitão Tarcísio Trator. Você honra o povo brasileiro.,positivo
219,1454036607946924034,53. Bom dia Ministro!,positivo
220,1454036607946924034,54. Parabéns Ministro abençoado dia,positivo
221,1454036607946924034,"55. Parabéns Ministro, sucesso",positivo
222,1454036607946924034,"56. Parabéns Ministro , caminhamos a passos largos ao primeiro mundo.",positivo
223,1454036607946924034,"57. Bom dia Ministro , boa sorte, tmj",positivo
224,1454036607946924034,"58. Sucesso, Ministro!!!",positivo
225,1454036607946924034,59. Boa sorte,positivo
226,1454036607946924034,"6. Boa sorte e sucesso, grande Ministro!",questionamento
227,1454036607946924034,"6. Boa sorte, Selva!!!",positivo
228,1454036607946924034,6. Eu quero ver se vai demorar mais trinta anos para construir a nova Serra das Araras,negativo
229,1454036607946924034,"60. Bom dia Ministro! Que Deus te abençoe e muito obrigada por tudo que está fazendo pelo nosso Brasil, junto com o PR Bolsonaro",positivo
230,1454036607946924034,61. Bom dia ministro.,positivo
231,1454036607946924034,62. Sucesso Ministro! Bom dia!,positivo
232,1454036607946924034,63. Está convidado a vir aqui em casa tomar um café Bom dia!,positivo
233,1454036607946924034,"64. Parabens Ministro, por acabar com a farra do PT de fazer obras nos paises comunistas somente para ganhar propina.",positivo
234,1454036607946924034,65. Seja muito bem-vindo !!! SP precisa muito do senhor!,positivo
235,1454036607946924034,66. Essa equipe sua de logística é fantástica. Que venha o melhor para o país,positivo
236,1454036607946924034,67. esse é o Brasil que queremos,positivo
237,1454036607946924034,68. Bom dia querido Ministro! Será um lindo e grande dia!!,positivo
238,1454036607946924034,69. Boa sorte ministro!,positivo
239,1454036607946924034,"7. Bom dia Ministro, Deus abençoe seu dia",positivo
240,1454036607946924034,"7. Mas, isso não é sonho, é pesadelo. Ninguém aguenta nem até 2022, dirá mais um mandato....",negativo
241,1454036607946924034,7. Quer Deus abençoe o leilão e que o brasileiro possa viver em um país com estradas mais seguras e pedágios mais baratos!,questionamento
242,1454036607946924034,"70. Esse ministro é nosso orgulho, é trabalho e trabalho",positivo
243,1454036607946924034,71. Esse é o governo que faz.,positivo
244,1454036607946924034,72. Boa sorte ao Brasil!!!,positivo
245,1454036607946924034,73. Melhor ministro de infraestrutura da história do Brasil !!!,positivo
246,1454036607946924034,74. Grande Tarcísio,positivo
247,1454036607946924034,75. Parabéns pelo trabalho.,positivo
248,1454036607946924034,76. Bom dia Ministro. Deus lhe acompanhe e boa sorte,positivo
249,1454036607946924034,77. Boa sorte por nós amado Ministro.,positivo
250,1454036607946924034,78. Boa sorte ministro @tarcisiogdf e tenha um ótimo dia,positivo
251,1454036607946924034,79. Senta a marreta Thorcisio!,positivo
